University_Name,IA ID,University_Type,IA_City,Former_Name,Name _Change _Date,Address,Establishment,Website_Link,Recognizing_Body,Date_of_Extration,UGC_Source_Link
Malwanchal University,337172,(Private University),Indore,NA,NA,Index City NH – 59 A Nemawar Road Near Khudel District – Indore - 452016 Madhya Pradesh,04.01.2016,http://malwanchaluniversity.com/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Manav Bharti University,305058,(Private University),Solan,NA,NA,Laddo Sultanpur Kumarhatti Solan-173 229 Himachal Pradesh.,22.09.2009,https://www.manavbhartiuniversity.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Manav Rachna International Institute of Research & Studies,310309,(Deemed University),Faridabad,NA,NA,MRIU Aravali Campus Sector 43 Surajkund-Delhi Road Faridabad-121001 Haryana,21.10.2008,https://mriirs.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Manav Rachna University,310309,(Private University),Faridabad,NA,NA,Sector – 43 Delhi-Surajkund Road Faridabad Haryana - 121001.,06.08.2014,https://manavrachna.edu.in/contactus/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Mandsaur University,Not Found,(Private University),Mandsaur,NA,NA,Rewas Dewda Road SH-31 Mandsaur – 458001 Madhya Pradesh.,19.08.2015,https://www.meu.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Mandya University,Not Found,(State University),Mandya,NA,NA,M.C. Road Mandya-571401 Karnataka (State,02.03.2019,https://mandyauniversity.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Mangalayatan University,Not Found,(Private University),Jabalpur,NA,NA,NH- 30 Mandla Road Near Sharda Devi Mandir Richai-Barela Jabalpur-483001 Madhya Pradesh,14.08.2019,https://www.mangalayatan.co.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Mangalayatan University,380363,(Private University),Aligarh,NA,NA,33rd Milestone Aligarh-Mathura Highway PO Beaswan Aligarh-202145 Uttar Pradesh. (PrivateUniversity),30.10.2006,https://www.mangalayatan.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Mangalore University,304746,(State University),Mangaluru,NA,NA,Mangalagangothri Mangalore-574 199 Karnataka. .,1980,https://mangaloreuniversity.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Manipal Academy of Higher Education,304747,(Deemed University),Manipal,NA,NA,University Building Madhava Nagar Manipal-576 104 Karnataka.,01.06.1993,https://manipal.edu/mu.html,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Manipal University,387349,(Private University),Jaipur,NA,NA,Vatika Infotech City Near GVK Toll Plaza Jaipur ajmer Experss Way Post – Thikaria Jaipur – 302 026 Rajasthan.,15.09.2011,https://jaipur.manipal.edu/,University Grants Commission (UGC),17/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Manipur International University,Not Found,(Private University),Ghari,NA,NA,MIU Palace Ghari Airport Road Imphal- 795140 Manipur,14.02.2019,https://www.miu.ac/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Manipur Technical University,Not Found,(State University),Imphal,NA,NA,Takyelpat Imphal Manipur.,29.10.2016,http://mtu.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Manipur University,319450,(Central University),Imphal,NA,NA,Canchipur Imphal-795 003 Manipur.  (Central University w.e.f. 2005),1980,https://www.manipuruniv.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Manipur University of Culture,Not Found,(State University),Imphal,NA,NA,Palace Compound Imphal East – 795001 Manipur.,25.08.2015,https://muc.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Manonmaniam Sundarnar University,305329,(State University),Tirunelveli,NA,NA,Abishekapatti Thirunelveli-627 012 Tamil Nadu.,1992,https://www.msuniv.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Mansarovar Global University,379411,(Private University),Sehore,NA,NA,Village – Gadia and Ratnakhedi Block – Bilkisganj Sehore Madhya Pradesh,11.01.2018,https://www.mguindia.com/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Marathwada Agricultural University,Not Found,(State University),Parbhani,NA,NA,Parbhani-431 402 Maharashtra. .,1983,https://www.vnmkv.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Martin Luther Christian University,328442,(Private University),Shillong,NA,NA,Dongktieh Nongrah Block-1 Shillong – 793006 Meghalaya. (PrivateUniversity),13.07.2005,https://www.mlcuniv.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Marwadi University,Not Found,(Private University),Rajkot,NA,NA,Rajkot-Morbi Highway Rajkot – 360003 Gujarat.,09.05.2016,https://www.marwadiuniversity.ac.in/,University Grants Commission (UGC),17/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Mata Gujri University,Not Found,(Private University),Kishanganj,NA,NA,Purabpali Road Kishanganj- 855107 Bihar,20.02.2019,https://www.matagujriuniversity.com/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
MATS University,Not Found,(Private University),Raipur,NA,NA,Arang Kharora Highway Gram Panchayat: Gullu Village: Gullu Tehsil : Arang District: Raipur-493441 Chhattisgarh,03.11.2006,https://matsuniversity.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Maulana Abul Kalam Azad University of Technology,305650,(State University),Kolkata,NA,NA,BF-142 Salt Lake Sector 1 Bidhannagar Kolkata - 700064 West Bengal. .,2001,https://makautwb.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Maulana Azad National Urdu University,311108,(Central University),Hyderabad,NA,NA,Gachibowli Hyderabad 500032.,1998,https://manuu.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Maulana Azad University,Not Found,(Private University),Jodhpur,NA,NA,Village-Buzawad Tehsil – Luni Jodhpur – 342802 Rajasthan.,16.09.2013,http://mauj.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Maulana Mazharul Haque Arabic & Persian University,Not Found,(State University),Patna,NA,NA,34 Ali Imam Path (Harding Road) Near Raj Bhawan Patna-800 001 Bihar.,2004,https://mmhapu.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Medhavi Skills University,Not Found,(Private University),Sikkim,NA,NA,Sikkim Singtam Campus Topakhani Lower Chisopani Singtam Bazar Singtam Dist- East Sikkim Sikkim – 737134,07.07.2021,https://www.msu.edu.in/,University Grants Commission (UGC),17/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Medi-Caps University,Not Found,(Private University),Indore,NA,NA,A.B. Road Pigdamber Rau Indore-453331 Madhya Pradesh.,22.07.2015,https://www.medicaps.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Meenakshi Academy of Higher Education and Research,305332,(Deemed University),Chennai,NA,NA,No. 12 Vebuliammal Koil Street West KK Nagar Chennai-600078 Tamil Nadu.,31.03.2004,http://www.maher.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Mewar University,350453,(Private University),Chittorgarh,NA,NA,NH 79 Gangarar Chittorgarh-312901 Rajasthan,22.09.2008,http://www.mewaruniversity.org/pages/Contact_Details.aspx,University Grants Commission (UGC),17/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
MGM Institute of Health Sciences,305418,(Deemed University),Navi Mumbai,NA,NA,MGM Campus Sector – 18 Kamothe Navi Mumbai (M.S.) – 410 209 .,30.08.2006,https://www.mgmuhs.com/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
MGM University,Not Found,(Private University),Aurangabad,NA,NA,MGM Campus N-6 CIDCO Aurangabad-431003 Maharashtra,09.09.2019,https://mgmu.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
MIT Art Design & Technology University,Not Found,(Private University),Pune,NA,NA,Rajbaug Next to Hadapsar Loni Kalbhor Pune – 412201 Maharashtra.,13.10.2015,https://mituniversity.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Mizoram University,Not Found,(Central University),Mizoram,NA,NA,Post Box No. 190 Tanhril Aizawal-796 012 Mizoram.,2000,https://mzu.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Mody University of Science and Technology,362652,(Private University),Sikar,NA,NA,Lakshmangarh District,16.09.2013,https://www.modyuniversity.ac.in/?utm_source=GMBlisting&utm_medium=organic,University Grants Commission (UGC),17/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Mohammad Ali Jauhar University,351317,(Private University),Rampur,NA,NA,Rampur UP.,19.06.2006,http://jauharuniversity.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Mohan Lal Sukhadia University,Not Found,(State University),Udaipur,NA,NA,Pratapnagar Udaipur-313 001 Rajasthan. .,1962,https://www.mlsu.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Monad University,374127,(Private University),Hapur,NA,NA,Kastla PO Pilkhua Kasmabad Dt. Hapur-245101 Uttar Pradesh.,12.10.2010,https://monad.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Monark University,Not Found,(Private University),Ahemdabad,NA,NA,At & Post Vahelal Naroda-Dahegam Road Ta. Dascroi District Ahmedabad Gujarat – 382330,01.06.2021,https://monarkuni.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Morarji Desai National Institute of Yoga,Not Found,(Deemed University),New Delhi,NA,NA,68 Ashok Road New Delhi 110001,18.06.2021,http://www.yogamdniy.nic.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Mother Teresa Women’s University,Not Found,(State University),Kodaikanal,NA,NA,Anandhagiri IV Street Kodaikanal Dindigul Dt.-624 102 Tamil Nadu. .,1984,http://www.motherteresawomenuniv.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Motherhood University,Not Found,(Private University),Roorkee,NA,NA,Village – Karondi Post – Bhagwanpur Roorkee Distt. Hardwar Uttarakhand - 247661.,19.01.2015,https://mhu.edu.in/,University Grants Commission (UGC),17/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Munger University,Not Found,(State University),Munger,NA,NA,Munger Bihar.,06.01.2017,http://www.mungeruniversity.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Murshidabad University,Not Found,(State University),Berhampore,NA,NA,1 No. Sahid Surya Sen Road Berhampore Murshidabad – 742 101 West Bengal,01.06.2021,https://www.murshidabaduniversity.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Nagaland University,Not Found,(Central University),Lumami,NA,NA,Lumami Zunheboto Nagaland-798627.,1994,https://nagalanduniversity.ac.in/English/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Nalanda Open University,Not Found,(State University),Patna,NA,NA,Patna.-800 001,1995,http://www.nou.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Nalanda University,Not Found,(Central University),Rajgir,NA,NA,"Rajgir Dt. Nalanda Bihar-803116. 
       ",2010,https://nalandauniv.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
NALSAR University of Law,323720,(State University),Hyderabad,NA,NA,‘Justice’ Shameerpet R.R. Dist. Hyderabad-500101 Telangana.,1999,https://nalsar.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Nanaji Deshmukh Pashu Chikitsa Vigyan Vishwavidyalaya,Not Found,(State University),Jabalpur,NA,NA,Civil Lines Jabalpur – 482 001 Madhya Pradesh.,2009,https://www.ndvsu.org/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Narendra Deo University of Agriculture & Technology,Not Found,(State University),Faizabad,NA,NA,Narendra Nagar Faizabad-224 229 Uttar Pradesh. .,1974,https://www.nduat.org/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Narsee Monjee Institute of Management Studies,309210,(Deemed University),Chandigarh,NA,NA,V.L. Mehta Road Vile Parle (West) Mumbai-400056.,13.01.2003,http://www.nmims.edu/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
National Brain Research Centre,333269,(Deemed University),Manesar,NA,NA,Gurgaon-122 001.,20.05.2002,http://www.nbrc.ac.in/newweb/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
National Dairy Research Institute,Not Found,(Deemed University),Karnal,NA,NA,Karnal-132 001 Haryana.,28.03.1989,http://www.ndri.res.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
National Institute of Ayurveda (NIA),Not Found,(Deemed University),Jaipur,NA,NA,Jorabar Singh Gate Amer Road Jaipur- 302002 Rajasthan,09.11.2020,https://nia.nic.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
National Institute of Educational Planning and Administration,Not Found,(Deemed University),New Delhi,NA,NA,17-B Sri Aurobindo Marg New Delhi – 110 016..,11.08.2006,http://www.niepa.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
National Institute of Food Technology Entrepreneurship & Management (NIFTEM),Not Found,(Deemed University),Sonipat,NA,NA,Plot No 97 Sector 56 HSIIDC Industrial Estate Kundli Dt. Sonepat-131038 Haryana.,08.05.2012,http://www.niftem.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
National Law Institute University,Not Found,(State University),Bhopal,NA,NA,Kerwa Dam Road Bhopal – 462044. .,1999,https://nliu.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
National law School of India University,359058,(State University),Bengaluru,NA,NA,Nagarbhavi PB No. 7201 Bangalore-560 072 Karnataka. .,1992,https://www.nls.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
National law University,Not Found,(State University),New Delhi,NA,NA,P.O. Box-28 Cuttack – 753 001 Orissa.,2008,https://nludelhi.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
National Law University,Not Found,(State University),Jodhpur,NA,NA,NH65 Nagaur Road Mandore Jodhpur-342 304 Rajasthan.,2004,http://www.nlujodhpur.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
National Law University,Not Found,(State University),Cuttack,NA,NA,P.O. Box-28 Cuttack – 753 001 Orissa.,2008,https://www.nluo.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
